STU_ID,X4INCOMECAT,X4RFDGMJSTEM,X4OCCFBSTEM1,S4JOBSAT2,X5STEM3ERN,X1TXMQUINT,X1MTHINT,X1SCIINT,X1MTHUTI,X1SCIUTI,X1MTHEFF,X1SCIEFF,X1MTHID,X1SCIID,S1FAVSUBJ,X2TXMQUINT,S2MUSELIFE,S2MUSECLG,X1DADEDU,X1MOMEDU,S2EDUASP,X3TAGPA12,S4BIRTHSEX,X1RACE,X1SES_U
19812,8,0,0,1,0,4,-0.57,-0.59,-0.3,0.1,0.1,0.25,0.6,-0.33,6,4,3,2,0,4,6,-1.0,-5,3,-0.0678
19813,6,1,0,-7,52,3,0.85,0.54,1.31,0.71,0.1,0.25,1.76,0.91,4,-8,-8,-8,2,3,-8,3.5,-5,8,-0.1463
19814,9,0,-7,-7,-8,5,2.08,-1.05,0.9,0.1,1.62,0.25,1.76,0.91,6,5,2,1,4,4,7,4.0,-5,8,0.4121
19815,3,0,0,-4,6,2,1.22,-7.0,1.31,-7.0,0.22,-7.0,1.76,0.27,5,1,2,1,0,2,8,2.0,-5,8,-0.0831
19816,-8,-8,-8,-8,-8,4,-0.54,-7.0,-0.36,-7.0,0.1,-7.0,0.6,1.52,7,5,2,2,-8,-8,5,1.5,-5,8,0.1088
19818,6,-7,0,1,6,5,0.56,-0.92,0.67,0.71,0.77,1.83,0.63,2.15,4,-8,-8,-8,-8,-8,-8,-8.0,-5,6,0.3291
19819,-8,-8,-8,-8,19,1,0.49,1.71,1.31,1.69,0.95,1.53,0.6,1.52,3,2,1,1,4,4,7,3.0,-5,6,1.0261
19820,-8,-8,-8,-8,7,2,-7.0,0.54,-7.0,-0.33,-7.0,-0.18,-0.57,0.27,13,1,2,2,-8,-8,6,-8.0,-5,8,0.4102
19821,-8,-8,-8,-8,4,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,1,2,2,-8,-8,5,-8.0,-5,2,-8.0
19822,2,-7,-7,1,-6,3,-0.36,-1.84,1.31,0.1,-0.58,-1.33,-0.57,-1.57,7,1,2,2,2,2,8,-1.0,-5,8,-0.4058
19823,3,0,-7,-7,21,4,-1.79,1.71,-1.33,0.1,-1.41,0.25,-1.73,0.91,3,2,4,3,2,3,8,3.5,-5,8,-0.3753
19824,1,0,-7,-7,26,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,3,2,2,-8,-8,7,1.5,-5,-9,-8.0
19825,3,1,0,-7,59,5,-1.31,-1.05,-0.7,-0.89,-9.0,-9.0,-0.57,0.91,10,5,2,1,5,5,6,4.0,-5,2,1.5746
19826,-8,-8,-8,-8,-6,2,-1.01,0.5,0.9,-0.47,-1.41,-1.33,0.03,-0.33,3,1,2,2,-8,-8,2,2.0,-5,8,-0.6819
19827,3,-7,-7,-7,-6,2,0.19,-7.0,-0.3,-7.0,-0.75,-7.0,-0.57,-0.33,1,1,1,1,3,2,8,-8.0,-5,8,-0.478
19828,-8,-8,-8,-8,0,4,1.23,0.93,0.9,0.71,0.1,1.83,1.16,2.15,6,4,1,1,-8,-8,5,2.0,-5,8,-0.1844
19829,-8,-8,-8,-8,4,2,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,0.03,0.91,3,3,3,2,-8,-8,6,-1.0,-5,6,-0.1701
19830,11,-7,-9,-9,-6,1,0.56,-7.0,1.31,-7.0,1.17,-7.0,0.0,-1.57,7,1,2,2,2,2,8,2.5,-5,8,-0.5183
19831,7,1,0,1,0,3,-0.71,-7.0,0.34,-7.0,-0.58,-7.0,-0.57,0.91,10,4,2,1,3,2,6,2.0,-5,5,0.0272
19832,4,-7,1,2,-8,1,0.55,-7.0,0.9,-7.0,-0.58,-7.0,0.6,-0.33,5,1,2,2,0,3,6,1.5,-5,6,-0.6021
19833,7,-7,0,2,-6,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,4,1,1,-8,-8,7,4.0,-5,-9,-8.0
19834,2,1,-9,-7,-8,4,0.93,1.32,1.31,0.66,0.66,1.53,1.76,1.55,6,5,1,1,3,3,7,-8.0,-5,2,0.9306
19835,2,-7,-7,-7,-6,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,3,2,2,-8,-8,5,3.5,-5,3,-8.0
19837,1,1,-7,2,7,4,-9.0,-9.0,0.9,0.1,0.55,1.53,0.6,0.27,2,5,1,1,4,4,7,4.0,-5,8,0.883
19838,-8,-8,-8,-8,-6,1,-0.75,-1.0,-0.3,-0.33,0.1,-1.02,0.6,-1.57,6,-8,-8,-8,-8,-8,-8,-1.0,-5,5,-1.039
19839,-8,-8,-8,-8,-6,2,-0.18,-2.27,0.9,0.71,1.34,-0.17,0.6,0.91,7,4,2,1,4,0,7,3.0,-5,5,-0.2085
19840,8,-7,0,1,0,1,-0.44,-2.26,-0.3,-1.32,-2.92,-1.74,-1.73,-0.33,11,1,2,2,0,2,7,1.5,-5,5,-1.5594
19841,8,0,0,1,2,4,-0.66,-0.67,-0.3,-0.33,0.1,0.25,-0.57,-0.33,2,4,2,2,2,5,5,-1.0,-5,8,0.8606
19842,5,0,0,-7,30,5,-1.01,0.16,-1.33,0.23,0.94,0.69,-1.16,-0.33,1,5,2,2,0,0,7,-1.0,-5,6,-0.3706
19843,3,1,-7,-4,30,5,0.19,-0.67,-0.3,0.1,0.1,-0.05,0.6,0.91,13,5,2,2,3,4,6,3.5,-5,8,0.1775
19844,9,-7,0,2,-8,5,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,0.6,0.91,6,1,1,1,2,0,7,1.5,-5,8,-0.4473
19845,2,0,0,2,0,1,-0.54,-0.39,-0.7,0.1,-1.41,-0.9,-0.57,0.91,8,2,1,1,2,3,7,2.5,-5,1,-0.2568
19846,2,0,0,-7,15,1,1.34,-7.0,1.31,-7.0,0.95,-7.0,-0.6,-1.57,5,1,1,1,3,3,5,2.0,-5,3,0.0924
19847,2,0,-7,-7,4,3,0.49,0.09,-0.3,-0.47,0.1,-0.48,0.03,0.31,1,5,2,1,2,4,5,4.0,-5,8,0.3922
19848,6,-7,0,2,69,5,1.71,-9.0,1.31,0.1,1.62,0.25,-1.73,-1.57,6,5,2,1,4,4,7,3.5,-5,2,0.7132
19849,-8,-8,-8,-8,0,3,1.71,-0.17,0.27,0.23,0.51,-1.33,1.76,0.31,6,-8,-8,-8,2,2,-8,-1.0,-5,6,-0.1553
19850,2,-7,4,1,-9,1,0.19,-0.22,-9.0,-1.5,-0.29,0.25,-1.13,-0.94,2,1,3,2,2,4,7,-1.0,-5,6,0.2123
19851,-8,-8,-8,-8,-8,2,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,0.6,-0.33,12,-8,-8,-8,-8,-8,-8,-1.0,-5,8,0.2015
19852,-8,-8,-8,-8,-6,2,1.69,2.03,1.31,1.27,1.62,1.83,0.0,-0.33,3,4,2,2,-8,-8,8,1.5,-5,8,0.102
19853,-8,-8,-8,-8,-6,2,1.34,-7.0,1.31,-7.0,-1.41,-7.0,-1.73,0.91,7,-8,-8,-8,-8,-8,-8,-1.0,-5,6,-0.2266
19854,-8,-8,-8,-8,-6,5,0.19,1.7,-1.9,1.69,0.1,1.83,1.16,2.15,9,5,1,1,4,5,7,-8.0,-5,2,1.4108
19855,-8,-8,-8,-8,8,2,0.19,0.16,-0.3,0.1,-0.17,-0.05,0.6,-9.0,5,3,2,2,-8,-8,5,2.0,-5,8,-0.3922
19856,7,1,0,-7,-8,4,0.96,-0.23,0.9,0.66,0.82,0.25,0.6,0.31,5,3,1,1,1,1,6,3.0,-5,6,-0.8736
19857,-8,-8,-8,-8,11,4,0.17,2.03,-0.3,1.27,0.1,0.69,1.16,-9.0,3,-8,-8,-8,2,1,-8,2.0,-5,8,-1.1684
19858,-8,-8,-8,-8,-6,1,1.34,-0.73,1.31,0.66,0.1,0.27,-0.57,2.15,10,-8,-8,-8,-8,-8,-8,-1.0,-5,5,-0.9489
19859,-8,-8,-8,-8,6,1,0.49,-0.23,-0.76,0.28,0.1,0.25,1.16,0.27,13,2,3,1,-8,-8,7,3.5,-5,8,0.2331
19860,-8,-8,-8,-8,-8,1,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,0.6,0.27,7,-8,-8,-8,2,2,-8,3.0,-5,8,-0.5183
19861,-8,-8,-8,-8,-6,5,-0.11,0.5,-1.33,-0.89,-9.0,0.25,1.76,-0.33,3,5,3,1,2,2,6,2.5,-5,8,-0.6046
19862,2,-7,-7,-7,-9,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,2,1,2,-8,-8,5,-1.0,-5,2,-8.0
19863,9,0,0,-7,9,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,3,1,1,-8,-8,7,3.0,-5,-9,-8.0
19864,5,0,0,2,13,3,-1.01,-0.28,-0.7,0.1,-0.56,0.25,0.03,-0.33,7,4,1,1,2,4,5,3.5,-5,8,0.3081
19865,3,0,-7,-7,24,5,1.69,1.7,0.5,1.27,0.66,1.53,1.76,1.55,5,5,2,2,4,4,7,3.5,-5,5,0.6599
19866,2,0,-7,-7,20,4,0.85,0.86,1.31,0.71,0.1,-0.05,0.03,0.91,12,2,1,1,3,2,7,3.5,-5,8,-0.5192
19867,-8,-8,-8,-8,-6,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,4,1,1,0,2,7,1.0,-5,5,-8.0
19868,4,0,-7,-7,40,4,-1.98,-0.21,-3.51,-3.1,-0.29,0.25,-1.13,-0.97,12,4,3,3,2,0,2,3.0,-5,8,0.3545
19869,7,-7,0,2,-6,4,-7.0,0.93,-7.0,0.71,-7.0,0.25,1.76,0.91,7,4,1,1,-8,-8,6,1.5,-5,6,-0.2106
19870,5,0,0,-7,78,5,1.69,1.32,-0.13,1.27,1.62,1.83,1.16,0.27,3,5,1,1,2,4,8,4.0,-5,8,-0.2391
19871,11,1,0,-7,8,4,2.08,-1.84,1.31,0.1,1.62,-2.17,1.76,-0.33,6,4,2,1,0,0,7,2.5,-5,8,-1.029
19872,7,0,0,-7,26,5,1.34,0.5,1.31,1.69,1.62,1.83,0.6,2.15,3,5,1,2,5,4,6,3.0,-5,2,0.2791
19873,2,-7,0,2,26,1,0.49,-1.32,0.27,-0.89,0.1,0.25,0.0,-1.57,5,1,2,1,-8,-8,5,3.5,-5,8,-0.9146
19874,-8,-8,-8,-8,21,5,0.12,0.43,-0.3,1.27,0.49,-0.48,0.6,1.52,3,4,1,1,1,2,7,2.5,-5,2,-0.4856
19875,4,0,0,-7,6,5,1.72,0.54,0.9,1.27,1.34,1.53,1.76,2.15,6,3,3,1,4,5,7,3.5,-5,8,1.2175
19876,5,-7,0,2,-6,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,2,1,1,0,0,6,3.0,-5,4,-8.0
19877,10,0,-7,-7,8,2,0.49,-0.17,0.5,0.28,-0.17,-0.05,-0.57,-0.33,13,1,2,2,1,1,7,3.5,-5,5,-1.1735
19878,-8,-8,-8,-8,4,4,0.19,-0.61,-0.3,-0.47,-0.29,-0.59,0.03,0.31,8,4,2,2,4,4,7,3.0,-5,8,0.5997
19879,1,-1,-7,-7,8,2,-0.29,0.16,-0.3,-0.33,-0.17,-0.46,-0.57,0.31,5,3,2,1,0,7,6,2.5,-5,6,1.395
19880,5,0,0,-7,-8,1,-9.0,-9.0,-0.3,-0.89,-2.92,-2.91,-1.73,-0.97,1,1,2,1,3,3,6,2.5,-5,8,0.1171
19881,-8,-8,-8,-8,-6,1,-7.0,-9.0,-7.0,-9.0,-7.0,-9.0,-1.73,-0.36,7,1,2,2,2,0,4,-1.0,-5,8,-0.2465
19882,7,-7,0,2,-6,2,-2.11,-1.09,-0.3,-1.5,-0.61,-0.45,-1.73,-1.57,10,3,2,2,-8,-8,8,1.5,-5,8,-0.0863
19883,5,0,0,-7,16,4,-1.79,-0.35,-0.3,0.1,-0.58,1.12,-1.13,1.52,5,5,3,2,-8,-8,7,3.5,-5,5,-0.2928
19884,-8,-8,-8,-8,-8,1,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-1.73,-0.33,4,2,2,2,-8,-8,5,1.5,-5,7,0.1167
19885,-8,-8,-8,-8,17,3,0.96,-1.4,-0.3,1.27,1.21,1.83,0.0,1.52,11,2,2,2,4,2,5,3.0,-5,5,0.2634
19886,7,0,0,-7,3,2,-0.18,-1.44,-1.33,-0.89,-0.17,-0.05,0.0,-0.97,13,2,2,2,4,0,7,3.0,-5,5,-0.1842
19887,4,-7,0,2,-6,5,1.22,-0.67,0.9,0.1,0.95,-1.33,1.76,-0.33,12,5,1,1,-8,-8,7,2.5,-5,8,0.8745
19888,-8,-8,-8,-8,17,4,1.04,-0.99,0.27,0.1,1.34,-0.05,1.16,-1.57,7,5,1,1,2,3,6,2.5,-5,8,0.1528
19889,-8,-8,-8,-8,-8,3,1.42,0.16,0.27,0.71,0.51,0.25,0.6,-0.33,6,-8,-8,-8,-8,-8,-8,3.0,-5,8,-0.0466
19890,-8,-8,-8,-8,-6,5,0.47,1.7,0.9,0.71,-0.17,0.67,0.6,0.91,11,5,-9,-9,5,4,7,3.5,-5,2,1.2774
19891,10,-9,0,3,-8,3,0.93,-0.66,-0.47,-0.33,1.62,-2.91,-0.03,-0.97,6,3,2,2,-8,-8,7,2.0,-5,6,0.3763
19893,4,0,0,1,-8,4,1.72,-2.22,-0.3,-0.89,0.24,-0.48,0.03,-1.57,6,4,-9,-9,-8,-8,6,1.0,-5,2,0.1514
19894,-8,-8,-8,-8,-8,3,1.69,-1.05,-0.3,-1.32,0.55,0.38,0.6,-0.97,2,4,1,1,-8,-8,8,2.0,-5,8,-0.361
19895,-8,-8,-8,-8,65,4,1.72,0.93,-0.13,0.84,1.62,1.83,1.16,0.27,6,-8,-8,-8,-8,-8,-8,4.0,-5,3,1.3423
19896,4,1,-7,-7,36,5,1.41,-0.23,-0.7,-0.94,1.62,1.83,1.19,0.31,6,5,1,2,7,5,7,4.0,-5,2,2.1191
19897,1,-7,0,1,-6,1,1.25,0.54,0.9,-0.33,-0.29,-1.75,-1.73,-1.57,6,-8,-8,-8,-8,-8,-8,-1.0,-5,5,-1.1067
19898,2,0,0,-7,0,4,-1.61,0.87,-2.37,0.84,-1.68,0.25,-1.73,2.15,3,5,3,2,4,2,7,3.0,-5,8,0.645
19899,-8,-8,-8,-8,-6,1,1.34,-7.0,1.31,-7.0,1.34,-7.0,-1.16,-0.97,1,1,2,2,-8,-8,3,-1.0,-5,8,0.1458
19900,-8,-8,-8,-8,14,5,-1.01,0.49,-1.33,-0.47,-0.03,0.67,0.6,2.15,8,5,3,2,4,5,6,-8.0,-5,8,1.2661
19901,7,0,0,-7,-8,3,-7.0,0.16,-7.0,0.1,-7.0,-0.49,0.6,-0.33,1,5,1,1,0,2,4,4.0,-5,6,-0.6778
19902,5,-7,0,2,-8,1,-2.09,0.93,-1.27,0.66,-0.61,0.56,-0.53,1.55,4,1,2,2,-8,-8,3,-1.0,-5,8,-0.1434
19904,6,-7,0,4,-6,5,0.86,1.59,0.5,1.69,-0.61,1.09,0.03,1.52,3,-8,-8,-8,2,2,-8,3.0,-5,8,0.0056
19905,-8,-8,-8,-8,10,4,1.22,1.25,0.9,1.69,0.95,1.53,0.6,0.91,8,-8,-8,-8,3,4,-8,-1.0,-5,6,0.6103
19906,-8,-8,-8,-8,-6,5,1.71,0.16,0.9,0.84,1.34,0.67,1.16,0.27,6,5,2,1,7,7,6,3.0,-5,8,1.2094
19907,5,0,0,-7,13,5,-9.0,0.86,-9.0,0.1,-9.0,1.09,-0.57,0.91,5,5,2,1,7,5,8,3.5,-5,8,2.1191
19908,4,-7,-7,1,-6,4,0.61,0.16,1.31,1.27,-0.56,-0.48,-1.73,-0.97,7,1,3,2,0,2,3,2.0,-5,8,0.165
19909,-8,-8,-8,-8,-6,5,-0.18,-0.73,1.31,-0.33,1.17,0.69,0.0,0.27,11,-8,-8,-8,3,4,-8,-8.0,-5,5,0.8988
19910,-8,-8,-8,-8,-6,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,2,2,2,-8,-8,4,-8.0,-5,-9,-8.0
19911,5,0,0,-7,0,4,-0.29,-1.84,-0.93,0.1,0.24,-9.0,0.6,-0.33,12,4,4,2,4,4,5,2.5,-5,8,0.225
19912,7,-7,0,1,-6,2,0.19,-0.61,-0.3,-0.33,-0.3,-0.46,0.6,-0.33,8,2,3,1,-8,-8,5,2.0,-5,6,0.4659
19913,6,0,-7,-7,50,4,2.08,1.7,1.31,0.52,0.94,1.83,1.76,2.15,6,5,1,1,2,4,7,3.5,-5,8,0.5402
19914,-8,-8,-8,-8,15,3,-0.16,0.16,-0.3,-0.89,-0.58,-0.05,0.03,0.91,4,-8,-8,-8,0,2,-8,2.5,-5,8,-0.8941
19915,3,0,0,-7,7,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,1,1,2,-8,-8,5,1.5,-5,3,-8.0
19916,-8,-8,-8,-8,-6,2,0.49,-7.0,-0.3,-7.0,-1.41,-7.0,-1.13,0.91,5,2,2,2,-8,-8,8,2.0,-5,8,0.2348
19917,-8,-8,-8,-8,-6,1,-0.29,-7.0,1.31,-7.0,1.62,-7.0,-0.57,0.27,10,-8,-8,-8,-8,-8,-8,-1.0,-5,5,-0.5671
19918,2,-7,0,1,-6,3,-1.14,-7.0,-0.7,-7.0,0.1,-7.0,-1.16,-0.33,4,4,-9,-9,-8,-8,8,-1.0,-5,8,0.6267
19919,-8,-8,-8,-8,-6,5,-7.0,-9.0,-7.0,1.69,-7.0,-0.48,1.76,-0.33,7,4,2,1,-8,-8,7,2.0,-5,2,0.5827
19920,7,0,0,-7,7,4,0.56,0.16,-0.3,-0.33,-0.17,-0.05,-0.57,-0.33,2,4,2,2,3,7,5,2.5,-5,8,1.6343
19921,7,-7,0,1,-6,2,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-1.73,-1.57,13,1,2,2,0,1,1,-8.0,-5,5,-1.3143
19922,4,0,0,-7,4,2,-2.11,0.24,-1.9,-3.1,-1.68,-0.49,-1.73,-0.33,8,2,2,2,-8,-8,4,3.5,-5,8,0.5863
19923,5,1,0,-7,51,3,-0.71,-0.23,0.27,-0.89,-0.17,-0.05,0.6,0.91,7,4,2,1,5,4,6,3.0,-5,6,1.0457
19924,5,-7,0,1,-6,5,0.57,-0.67,0.34,-0.33,1.62,-0.18,1.16,0.27,6,5,1,1,0,1,7,-1.0,-5,5,-1.5271
19925,1,1,-9,-7,94,5,0.19,-0.67,-0.3,0.1,0.1,-0.05,0.6,-0.33,1,5,2,2,7,5,6,3.5,-5,2,1.8971
19926,-8,-8,-8,-8,0,1,1.71,-7.0,-0.3,-7.0,1.23,-7.0,-0.6,-1.57,6,2,2,2,0,1,6,2.5,-5,5,-0.9417
19927,1,1,-7,-7,19,5,-1.01,0.49,0.9,0.71,0.1,0.25,0.03,0.91,4,5,2,2,7,4,7,3.5,-5,8,1.067
19928,-8,-8,-8,-8,10,3,1.05,0.16,-0.3,-0.33,1.34,-0.48,-1.73,-1.57,6,3,3,2,7,2,5,3.5,-5,8,1.0691
19929,2,0,0,-7,16,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,4,2,1,-8,-8,5,2.5,-5,-9,-8.0
19930,5,0,-7,-7,45,2,1.04,1.26,-0.7,-0.47,0.49,1.12,0.6,-0.33,3,3,2,2,3,3,7,4.0,-5,8,0.495
19931,1,-1,-7,-7,0,4,-1.38,-7.0,-0.7,-7.0,-1.41,-7.0,0.6,0.31,7,3,1,1,-8,-8,5,3.5,-5,8,0.3817
19932,6,0,0,-4,9,2,-1.68,-7.0,-0.93,-7.0,-1.02,-7.0,-1.73,0.31,4,3,1,2,-8,-8,8,3.0,-5,2,-0.1834
19933,5,-7,-7,-7,-6,1,0.87,-0.69,-0.93,0.1,0.1,0.25,-0.57,-1.57,6,3,2,2,-8,-8,7,1.5,-5,3,0.2575
19934,5,-7,0,3,0,4,0.56,-0.61,-0.3,-1.5,-0.17,-0.89,0.0,-0.33,11,2,2,2,-8,-8,4,-1.0,-5,3,0.3013
19935,4,0,0,-7,7,2,-0.36,-7.0,-0.13,-7.0,0.1,-7.0,0.6,0.91,11,4,2,2,-8,-8,7,2.0,-5,8,-0.6511
19936,4,0,0,-7,66,4,0.49,1.26,-1.33,1.27,-0.17,-0.05,0.6,2.15,3,5,3,1,5,2,8,4.0,-5,8,0.3001
19937,5,0,-7,-7,-8,5,0.19,1.31,-0.3,1.69,-0.58,-0.05,0.6,2.15,5,5,2,1,1,1,7,3.5,-5,2,-1.0681
19938,7,0,0,-7,25,3,1.04,0.54,0.67,0.52,1.21,1.53,0.03,1.52,11,5,2,2,1,2,6,3.5,-5,8,-0.0072
19939,3,0,0,-7,7,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,3,2,2,-8,-8,5,-1.0,-5,-9,-8.0
19940,5,-7,0,2,14,1,-0.71,-7.0,1.31,-7.0,-0.58,-7.0,-0.57,-1.57,4,1,1,1,2,2,7,-1.0,-5,8,-0.7312
19941,10,-7,0,-4,-6,2,0.49,0.86,1.31,1.69,0.1,0.25,0.6,0.91,7,2,2,2,-8,-8,6,2.0,-5,5,-0.4501
19942,1,1,-7,-7,4,4,-0.43,1.32,-0.3,0.1,0.1,0.25,-0.57,0.91,7,-8,-8,-8,1,0,-8,2.5,-5,8,-0.9162
19943,6,0,0,-7,11,4,-0.64,0.16,-1.9,-0.52,-2.21,0.25,-1.13,0.91,7,-8,-8,-8,-8,-8,-8,1.5,-5,6,-0.0144
19945,2,-7,-7,-7,-8,1,-9.0,-7.0,-9.0,-7.0,-9.0,-7.0,-0.57,-1.57,5,1,2,2,0,2,8,-1.0,-5,3,-0.6788
19946,3,0,-7,-7,3,5,0.19,1.7,-1.74,0.84,0.1,1.42,0.03,2.15,11,5,1,1,2,0,7,3.0,-5,8,0.3692
19947,-8,-8,-8,-8,-6,2,0.27,-1.82,-3.51,-1.88,-0.12,-1.55,-1.73,-1.57,7,-8,-8,-8,2,3,-8,-8.0,-5,8,-0.1473
19948,5,0,0,-7,13,5,-1.03,-1.4,1.31,-0.33,0.1,0.53,1.76,-0.33,11,4,1,1,3,3,7,3.5,-5,8,0.9798
19949,-8,-8,-8,-8,-6,5,2.08,0.09,1.31,0.15,0.1,0.25,1.76,0.91,6,4,2,2,2,3,4,1.0,-5,8,-0.2717
19950,8,0,0,2,29,4,1.35,-7.0,1.31,-7.0,0.1,-7.0,1.16,-0.33,6,3,1,1,2,0,7,3.5,-5,8,-0.0388
19951,4,0,-7,-7,31,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,5,3,1,-8,-8,7,3.0,-5,-9,-8.0
19952,2,0,0,-7,8,1,-1.49,-7.0,0.9,-7.0,0.1,-7.0,-1.73,0.31,2,2,3,1,-8,-8,7,1.5,-5,3,-0.2997
19953,-8,-8,-8,-8,-6,1,-0.11,0.16,-0.3,-1.5,0.1,0.25,-1.13,0.27,13,1,3,1,2,2,8,-1.0,-5,6,-0.6673
19954,4,0,-7,-7,30,5,-0.66,0.16,-0.7,-0.89,0.55,1.1,0.6,0.27,7,5,1,1,4,2,7,3.5,-5,8,-0.1297
19955,1,0,-7,-7,0,4,0.96,1.31,1.31,1.27,0.1,1.83,-0.57,2.15,13,-8,-8,-8,-8,-8,-8,-1.0,-5,3,-0.1835
19956,3,0,-7,-7,0,5,0.57,0.49,0.9,1.27,1.62,1.1,1.76,0.27,6,5,1,1,2,4,7,3.0,-5,4,-0.0636
19957,-8,-8,-8,-8,17,5,1.69,0.49,1.31,1.69,1.62,0.68,1.76,0.91,5,3,1,1,-8,-8,7,-1.0,-5,5,0.1668
19958,7,-7,0,-4,-6,4,0.87,0.61,0.27,-0.04,1.21,0.25,1.76,1.52,6,-8,-8,-8,-8,-8,-8,3.5,-5,2,0.5135
19959,3,0,-7,-7,-8,3,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,0.6,0.91,4,3,3,2,2,4,3,2.5,-5,8,0.7307
19962,10,1,0,1,-8,5,-0.48,0.16,-0.3,-0.89,0.1,0.25,0.6,-1.57,13,5,1,1,0,3,5,2.0,-5,8,-0.3682
19963,-8,-8,-8,-8,13,1,-1.31,-7.0,0.9,-7.0,-1.41,-7.0,-0.57,-0.33,7,1,2,2,5,4,6,3.5,-5,8,1.7312
19964,-8,-8,-8,-8,-6,2,-7.0,-9.0,-7.0,-9.0,-7.0,-9.0,-9.0,-1.57,1,2,3,4,2,2,2,-1.0,-5,5,-1.0482
19965,-8,-8,-8,-8,32,4,0.49,0.16,0.9,-0.89,0.1,0.25,-0.57,-0.33,7,2,-9,-9,3,4,6,2.5,-5,7,0.1077
19966,8,-7,0,1,-6,1,0.19,-7.0,0.9,-7.0,-0.17,-7.0,0.03,0.27,7,3,2,2,1,1,3,1.5,-5,5,-1.4732
19967,-8,-8,-8,-8,-8,1,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-1.16,-1.57,9,-8,-8,-8,-8,-8,-8,-1.0,-5,5,-0.7469
19968,13,-7,0,1,-6,1,-0.68,-1.93,-0.3,-0.52,-2.24,0.25,-0.03,-0.97,3,-8,-8,-8,-8,-8,-8,-1.0,-5,8,-0.048
19969,1,0,-7,-7,-8,4,-0.18,0.16,-0.7,-0.47,-0.17,0.25,0.6,1.55,4,5,1,1,5,5,6,3.5,-5,8,1.4137
19970,6,0,0,1,4,2,0.66,-1.77,1.31,-0.47,1.62,-0.48,0.03,0.31,2,1,1,1,0,3,6,-1.0,-5,8,0.122
19972,-8,-8,-8,-8,-6,1,-0.29,-0.66,1.31,0.1,1.62,-0.05,0.6,-1.57,11,1,2,2,0,2,5,1.5,-5,8,0.2829
19973,6,0,0,-7,-8,3,0.49,-0.23,-0.3,0.71,0.1,-0.17,0.03,-0.33,12,5,1,1,0,0,5,-1.0,-5,8,0.9343
19974,6,0,0,-7,-8,2,-0.16,0.16,-0.93,-0.33,0.1,-0.05,-1.13,-0.94,5,3,3,1,0,3,7,-8.0,-5,5,0.3103
19975,6,0,0,-7,7,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,4,2,2,-8,-8,7,3.0,-5,-9,-8.0
19976,-8,-8,-8,-8,-8,1,-0.18,0.16,-1.33,-0.47,0.1,0.25,-0.57,-0.33,4,1,2,2,-8,-8,5,-1.0,-5,5,-0.8516
19977,6,0,0,-7,12,1,-0.54,-0.28,0.9,-0.33,-0.3,-1.33,-0.57,-0.33,1,3,1,1,1,2,6,3.5,-5,8,-0.67
19978,4,0,0,-7,-6,2,-0.11,-0.21,-0.7,-9.0,0.1,0.25,0.03,0.91,12,-8,-8,-8,0,0,-8,-1.0,-5,5,-1.5858
19979,1,1,-7,-7,-8,5,2.08,1.38,0.9,1.27,1.62,1.83,1.16,0.27,6,5,1,1,4,7,7,4.0,-5,2,1.8892
19980,6,1,0,-7,45,5,0.14,0.54,-0.3,0.1,0.1,0.25,0.03,0.91,7,4,2,2,2,2,8,3.5,-5,8,-0.3
19981,5,-7,0,1,-6,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,4,2,2,-8,-8,7,-1.0,-5,2,-8.0
19982,3,0,-7,-7,13,3,0.19,0.82,0.34,0.66,0.1,0.25,0.6,0.91,3,2,1,1,4,4,6,2.0,-5,6,0.6841
