STU_ID,X4INCOMECAT,X4RFDGMJSTEM,X4OCCFBSTEM1,S4JOBSAT2,X5STEM3ERN,X1TXMQUINT,X1MTHINT,X1SCIINT,X1MTHUTI,X1SCIUTI,X1MTHEFF,X1SCIEFF,X1MTHID,X1SCIID,S1FAVSUBJ,X2TXMQUINT,S2MUSELIFE,S2MUSECLG,X1DADEDU,X1MOMEDU,S2EDUASP,X3TAGPA12,S4BIRTHSEX,X1RACE,X1SES_U
10001,4,1,-7,-7,43,5,0.12,-0.23,1.31,-0.33,0.95,1.1,1.76,0.91,7,5,1,1,5,5,6,3.5,-5,8,1.6907
10002,12,0,0,-9,0,2,-9.0,-9.0,1.31,1.69,0.55,0.69,-0.57,0.91,-9,4,2,2,2,3,5,4.0,-5,8,-0.3923
10003,7,1,0,-7,13,5,0.86,0.93,0.27,0.1,0.68,-0.05,-0.57,-0.33,1,4,3,3,0,7,7,2.5,-5,3,1.1271
10004,8,-7,0,-4,-6,3,0.19,-0.67,-0.7,0.1,0.1,0.25,0.6,-0.33,4,-8,-8,-8,0,0,-8,4.0,-5,8,0.4283
10005,1,-7,-7,-7,-6,5,-0.96,-1.5,-1.1,-1.88,0.1,0.25,0.56,-0.33,11,3,-9,1,0,4,5,3.0,-5,8,0.2147
10006,-8,-8,-8,-8,23,4,2.08,-7.0,1.31,-7.0,1.23,-7.0,1.16,-1.57,6,4,-9,-9,3,3,7,3.5,-5,8,1.0968
10007,8,0,4,1,3,3,2.08,0.16,1.31,-0.89,0.1,-1.74,0.6,-1.57,6,2,3,1,0,2,5,3.0,-5,8,-0.4774
10008,5,0,0,-7,10,4,-1.13,-0.21,-0.7,0.28,-1.41,0.25,0.0,-0.33,7,5,1,1,7,5,5,3.0,-5,8,1.8383
10009,6,0,0,-7,18,4,-7.0,-1.05,-7.0,-1.5,-7.0,0.25,0.6,0.27,13,5,2,2,2,2,7,3.5,-5,8,-0.1961
10010,-8,-8,-8,-8,-6,5,-0.18,-1.38,-1.33,-1.08,1.62,-0.91,1.76,-0.33,2,5,2,2,2,3,7,3.5,-5,8,0.1081
10011,-8,-8,-8,-8,28,4,1.35,-7.0,1.31,-7.0,1.34,-7.0,1.76,1.52,6,2,1,2,3,5,6,3.5,-5,8,1.0842
10012,4,0,0,-7,3,5,-0.36,0.49,-0.13,-0.33,0.51,1.83,0.63,0.91,11,5,2,2,7,7,6,4.0,-5,8,2.3344
10013,3,0,-7,-7,-8,5,-1.38,0.16,0.27,-0.89,1.62,1.1,1.76,0.27,7,5,2,1,7,7,8,3.5,-5,8,2.4002
10014,2,-7,-7,-4,-6,1,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-1.73,0.91,12,-8,-8,-8,0,2,-8,-8.0,-5,3,-0.7851
10015,2,0,0,-7,4,4,-7.0,0.54,-7.0,0.1,-7.0,0.38,0.03,-0.33,4,4,1,1,4,4,5,4.0,-5,8,1.0156
10016,3,0,-7,-7,-8,5,1.34,1.38,0.27,0.71,0.1,0.25,0.6,-1.57,5,5,2,1,2,3,8,3.5,-5,8,0.0523
10018,4,0,0,-7,9,5,0.47,0.99,0.9,0.1,0.1,0.67,0.6,0.91,5,5,2,2,7,4,5,4.0,-5,8,1.6782
10019,4,0,-7,-7,28,4,1.05,0.16,0.9,-0.33,1.62,1.42,1.76,-0.33,6,4,1,1,-8,-8,5,2.5,-5,5,-0.0453
10020,4,0,-7,-7,15,3,-0.64,1.38,-0.7,-0.33,-0.97,-0.05,0.0,0.91,4,4,2,2,3,2,7,3.5,-5,8,-0.1967
10021,6,0,0,-7,24,4,-9.0,0.16,0.27,0.28,0.49,-0.05,0.6,0.91,6,5,1,1,2,2,6,2.0,-5,8,0.329
10022,2,1,-9,-7,17,4,-0.8,0.5,-0.7,1.69,0.78,-0.61,1.19,2.15,3,3,3,2,5,5,6,2.5,-5,2,1.4352
10024,4,0,1,-7,16,4,0.19,0.09,-9.0,0.1,-0.17,-0.05,0.0,0.91,11,4,4,2,3,5,6,3.0,-5,8,0.0219
10025,7,-7,0,1,-6,1,0.19,-2.15,1.31,0.1,0.1,-0.9,0.0,-1.57,7,2,2,2,-8,-8,6,-1.0,-5,8,-0.1905
10026,3,1,-7,-7,72,5,0.17,1.19,-0.07,1.27,0.16,-0.89,0.03,-0.33,3,5,2,1,0,0,7,3.5,-5,2,1.3806
10027,5,0,0,-7,1,2,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,0.03,-1.57,7,2,1,1,4,2,6,2.0,-5,8,0.1443
10028,-8,-8,-8,-8,-8,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,1,3,3,-8,-8,2,3.5,-5,-9,-8.0
10029,-8,-8,-8,-8,-6,1,-0.96,0.16,-0.7,-0.89,-1.41,-1.02,-1.73,-1.57,7,-8,-8,-8,0,1,-8,0.5,-5,8,-0.9147
10030,4,0,-7,-7,14,5,-0.66,-9.0,-1.33,-9.0,-0.17,-0.05,-1.13,-0.94,2,5,2,1,5,5,7,3.0,-5,8,1.5847
10031,-8,-8,-8,-8,-6,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,1,1,2,-8,-8,4,2.0,-5,3,-8.0
10033,-8,-8,-8,-8,-8,1,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-0.57,-0.33,7,-8,-8,-8,1,2,-8,-8.0,-5,6,-0.6866
10034,7,0,0,-4,-6,2,-0.74,-1.12,0.27,0.23,-1.68,-2.05,-1.73,0.27,13,1,2,2,-8,-8,2,-1.0,-5,5,-0.0685
10035,-8,-8,-8,-8,-6,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,2,2,2,0,0,3,-1.0,-5,3,-8.0
10036,4,0,0,-7,50,4,0.19,-7.0,1.31,-7.0,0.27,-7.0,0.6,-0.33,7,4,2,1,3,3,5,3.0,-5,8,0.1982
10037,5,0,0,-7,45,5,0.49,-7.0,-0.3,-7.0,0.1,-7.0,0.6,0.91,13,4,2,2,3,3,7,4.0,-5,8,0.5493
10038,-8,-8,-8,-8,-8,1,-1.01,0.09,-0.3,-9.0,-0.3,-0.9,-0.57,-0.33,7,3,2,1,0,4,4,2.5,-5,2,0.9346
10039,5,0,0,-7,4,5,0.56,-0.21,-0.3,0.1,1.62,-0.59,1.76,0.31,6,1,1,1,4,4,7,3.5,-5,2,0.7026
10040,13,-9,0,1,-6,1,-0.59,-7.0,-0.87,-7.0,0.1,-7.0,0.0,2.15,4,-8,-8,-8,-8,-8,-8,2.0,-5,8,-0.077
10041,2,-7,0,2,-6,1,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-1.73,-1.57,7,2,2,2,2,0,4,3.0,-5,8,-0.8222
10042,-8,-8,-8,-8,-6,2,-1.56,0.5,0.9,-0.76,-2.92,0.67,-1.73,0.27,3,-8,-8,-8,-8,-8,-8,-1.0,-5,8,-0.0755
10043,5,0,0,2,0,2,-0.29,0.11,-1.33,0.1,-0.56,0.25,-0.57,-0.33,4,2,2,2,-8,-8,5,3.0,-5,8,-0.3713
10044,2,0,-7,-7,7,5,1.02,-0.17,-0.93,-0.89,1.62,-0.59,1.76,0.27,11,5,2,2,7,4,7,3.5,-5,8,1.3242
10045,8,0,0,1,-8,2,0.49,0.56,-1.74,0.1,-0.61,-0.17,0.0,-0.33,11,1,2,1,3,2,5,-8.0,-5,8,-0.375
10046,8,-1,4,-7,4,2,0.19,-1.38,1.31,1.27,0.1,-0.48,-0.57,-0.33,1,3,2,2,-8,-8,2,2.0,-5,8,-0.2156
10047,-8,-8,-8,-8,-8,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,4,1,1,-8,-8,5,-8.0,-5,-9,-8.0
10048,-8,-8,-8,-8,-6,3,-0.29,0.94,0.9,0.71,0.27,-0.05,0.6,0.31,3,4,2,2,-8,-8,2,2.0,-5,8,-0.2997
10049,4,0,0,-7,20,5,2.08,0.54,1.31,0.28,1.62,1.83,1.76,-0.33,6,5,1,1,2,5,7,3.5,-5,5,0.4437
10050,8,0,-7,-7,0,1,2.08,-2.22,1.31,-1.03,1.62,-0.16,0.0,-1.57,6,2,1,1,0,2,7,3.0,-5,8,-0.951
10052,-8,-8,-8,-8,0,1,0.29,-0.26,1.31,-9.0,-9.0,-0.77,0.0,-1.57,13,1,1,1,-8,-8,8,3.0,-5,8,-0.534
10053,-8,-8,-8,-8,-8,4,-0.36,-0.68,-0.3,-0.94,-0.17,-0.05,-1.13,-0.33,1,-8,-8,-8,0,4,-8,2.0,-5,8,0.8707
10054,-8,-8,-8,-8,0,3,0.19,0.16,-0.3,-0.33,-0.58,-0.05,0.6,2.15,4,3,2,2,2,2,6,2.5,-5,6,-0.1844
10055,-8,-8,-8,-8,74,5,1.72,-1.07,0.11,0.15,1.62,0.25,1.76,2.15,6,5,1,1,5,5,6,3.0,-5,2,1.53
10056,6,0,0,2,0,4,-0.29,-0.28,-0.3,-0.47,0.1,0.25,0.03,0.31,2,3,2,1,0,2,5,2.5,-5,8,-0.7216
10057,-8,-8,-8,-8,0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,5,2,2,-8,-8,8,2.0,-5,-9,-8.0
10058,4,0,0,-7,-8,4,-0.16,-1.44,1.31,-0.47,-0.29,-0.91,-1.73,-0.33,9,2,1,1,4,4,8,3.0,-5,2,0.432
10059,-8,-8,-8,-8,82,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,4,2,2,-8,-8,7,3.5,-5,-9,-8.0
10060,8,-1,-7,-4,-8,4,0.3,2.03,-0.3,1.69,1.34,1.83,0.56,0.24,3,4,2,1,1,0,8,2.5,-5,5,-0.0998
10061,2,1,0,-7,56,5,0.55,0.89,-0.7,0.1,0.1,0.25,0.6,0.27,3,-8,-8,-8,-8,-8,-8,3.0,-5,2,1.1353
10062,2,-7,0,1,-6,3,0.19,0.16,-0.3,-0.89,0.1,0.25,0.6,0.27,7,4,2,2,2,2,6,2.0,-5,6,-0.8135
10063,8,0,0,-7,0,3,-0.71,1.0,-0.3,1.27,-1.41,0.69,-0.53,0.94,11,1,2,2,-8,-8,6,2.5,-5,5,-0.6928
10064,8,0,0,-7,22,3,1.32,0.16,0.27,0.1,0.94,0.25,1.76,-0.33,7,4,1,2,2,2,4,4.0,-5,8,-0.2051
10065,5,-7,-7,1,-6,2,-1.68,-1.05,-0.3,-0.89,-1.14,-0.89,-1.13,-0.33,7,3,-9,-9,2,2,4,1.5,-5,8,-0.6331
10066,-8,-8,-8,-8,0,2,-0.18,-1.38,-9.0,-0.33,-1.02,-0.59,-0.57,-1.57,11,3,2,2,2,2,3,1.5,-5,8,-0.2523
10067,1,1,-7,-7,78,5,-0.66,-1.84,-0.3,0.1,0.1,0.25,0.6,-0.33,7,5,1,1,0,1,6,1.0,-5,2,-1.8753
10068,5,-7,0,4,-6,3,0.87,-0.63,0.27,-0.33,0.95,-0.05,0.6,-1.57,6,2,3,2,-8,-8,4,3.0,-5,8,-0.0931
10069,-8,-8,-8,-8,53,4,0.19,1.64,0.27,0.84,-1.02,0.56,0.6,1.52,3,5,3,2,7,4,7,3.0,-5,2,1.5273
10070,-8,-8,-8,-8,18,5,0.96,0.15,0.9,1.27,-9.0,1.1,-0.57,-0.33,13,5,3,1,7,4,7,3.0,-5,8,2.1601
10071,-8,-8,-8,-8,-8,3,-0.29,-0.67,-0.7,-0.33,-1.41,-1.33,-0.57,-1.57,5,3,2,2,-8,-8,6,2.0,-5,8,-0.2572
10072,5,0,0,-7,21,2,0.14,0.16,0.9,0.1,-0.17,-0.48,-0.57,-0.33,5,1,2,2,2,2,6,3.0,-5,8,-0.1986
10074,3,-7,0,3,-8,3,0.19,-1.38,-0.93,-1.5,-0.75,-1.33,0.0,-0.94,1,1,2,2,2,2,4,1.0,-5,6,-0.2112
10075,2,-7,0,4,-6,3,-0.18,-7.0,-1.33,-7.0,-0.17,-7.0,0.0,-1.57,1,3,3,2,4,2,3,-1.0,-5,8,-0.163
10076,8,-7,0,1,-6,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,1,2,2,-8,-8,5,-1.0,-5,-9,-8.0
10077,6,-7,0,3,-6,4,0.87,-7.0,0.9,-7.0,0.55,-7.0,0.6,0.27,6,4,1,1,2,2,5,3.5,-5,8,-0.6179
10078,6,0,-7,-7,6,5,2.08,0.16,-0.13,0.71,1.34,1.1,1.76,0.91,6,5,2,1,7,5,7,3.5,-5,3,2.1415
10079,-8,-8,-8,-8,-6,5,0.49,0.86,-1.74,0.66,-0.17,0.25,0.03,2.15,9,4,2,1,2,0,2,-1.0,-5,6,0.1763
10080,8,0,-9,-9,14,1,0.39,-2.59,0.27,-0.89,-0.58,-2.07,0.03,-1.57,9,2,1,1,0,4,6,3.5,-5,3,0.2892
10081,-8,-8,-8,-8,9,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,2,3,1,-8,-8,7,3.0,-5,-9,-8.0
10082,-8,-8,-8,-8,-8,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,1,4,4,-8,-8,2,3.0,-5,-9,-8.0
10084,3,-1,0,-7,49,5,0.19,0.16,-0.7,0.1,0.1,-0.05,0.6,-0.33,7,4,2,2,2,3,6,4.0,-5,8,0.0724
10085,13,-7,0,1,-6,2,-1.79,0.49,-0.3,0.1,-0.58,0.25,-1.73,0.91,7,5,1,1,-8,-8,5,1.5,-5,8,-0.3186
10086,6,1,0,-7,-8,5,0.19,0.49,0.5,-0.33,-0.17,-0.05,0.6,0.91,4,5,1,1,-8,-8,8,-8.0,-5,2,-0.129
10087,11,0,0,1,0,4,1.41,0.16,1.31,-1.5,1.34,-0.05,0.6,-0.33,6,4,1,1,0,3,7,2.0,-5,6,-1.0806
10088,-8,-8,-8,-8,3,3,0.96,-7.0,1.31,-7.0,0.55,-7.0,0.6,-0.97,7,3,2,2,-8,-8,6,3.0,-5,6,0.3678
10089,-8,-8,-8,-8,0,1,-7.0,1.7,-7.0,0.1,-7.0,0.25,-0.57,2.15,7,2,2,2,0,5,6,-1.0,-5,3,1.0179
10090,2,1,-9,-7,47,3,0.86,1.64,0.27,1.27,0.22,1.42,-0.57,2.15,3,3,1,1,4,4,7,3.0,-5,6,-0.1575
10091,-8,-8,-8,-8,-6,3,0.55,-1.82,-0.3,-1.5,0.1,-0.89,-0.57,-0.33,11,1,3,2,1,1,2,2.5,-5,5,-0.8386
10092,8,-7,0,1,-6,1,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-0.57,-0.33,1,1,2,2,-8,-8,8,-1.0,-5,8,-0.6365
10093,4,1,0,-7,25,3,-0.24,-7.0,-0.3,-7.0,0.1,-7.0,0.0,-0.33,7,4,2,2,2,4,7,3.0,-5,8,-0.1513
10094,6,1,0,-7,63,5,0.19,0.16,-0.93,-0.47,-0.56,-0.48,0.6,0.91,10,-8,-8,-8,4,7,-8,3.5,-5,8,1.6152
10095,7,0,0,2,9,5,0.86,-7.0,0.74,-7.0,0.94,-7.0,1.16,0.31,6,5,1,1,5,2,7,3.0,-5,6,0.1381
10096,3,0,0,-7,35,2,-0.18,0.16,0.9,0.1,0.1,0.25,0.63,-0.33,11,2,2,2,2,2,6,-8.0,-5,3,-0.2731
10097,2,-9,-9,-3,42,4,0.85,0.16,0.27,-0.28,1.34,1.1,0.6,-0.33,1,3,2,1,4,3,6,3.0,-5,5,0.8219
10099,4,1,-7,-7,38,4,1.23,-0.6,0.27,0.1,0.1,1.83,1.76,0.91,6,5,1,1,4,5,7,3.5,-5,8,1.3114
10100,4,-1,0,1,11,2,-1.98,-0.98,-1.74,-1.88,-2.48,-1.2,-1.73,-1.57,11,3,3,2,3,1,5,2.0,-5,8,-0.2128
10101,1,-7,-7,-7,-6,1,-0.48,-7.0,0.9,-7.0,0.1,-7.0,-1.16,-0.97,4,-8,-8,-8,-8,-8,-8,0.25,-5,8,-0.1082
10102,-8,-8,-8,-8,-8,2,0.55,0.56,0.9,0.84,0.55,0.28,1.76,0.27,11,2,1,1,5,4,6,1.5,-5,3,0.9474
10103,6,-7,0,3,-8,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,2,1,1,1,1,6,3.0,-5,5,-8.0
10104,-8,-8,-8,-8,-6,2,-1.21,0.22,-1.8,0.41,0.1,0.25,0.03,-0.33,9,-8,-8,-8,-8,-8,-8,-8.0,-5,8,0.0507
10105,5,1,-7,-7,77,5,0.96,0.54,-0.3,0.1,0.55,0.25,0.6,0.27,5,5,2,2,5,3,7,3.5,-5,8,1.0798
10106,6,1,0,-7,52,4,0.19,0.5,1.31,1.27,0.1,0.25,0.6,-0.33,3,4,2,1,0,2,7,3.5,-5,3,-0.6069
10107,-8,-8,-8,-8,57,4,0.19,0.09,-0.3,0.1,0.1,0.25,1.16,0.91,6,4,1,1,4,5,7,3.5,-5,3,1.3901
10108,-8,-8,-8,-8,-6,5,-0.66,-0.54,-1.74,-0.89,-0.56,-0.91,0.03,0.31,11,4,3,1,2,2,6,-8.0,-5,6,-0.4974
10109,4,-7,0,1,-6,1,0.19,0.93,-0.3,1.69,-0.61,0.25,0.0,0.91,4,2,1,1,4,2,7,2.0,-5,6,-0.0052
10110,2,0,-7,-7,15,5,0.56,-0.61,1.31,-0.33,1.62,-0.89,1.16,-0.94,6,5,1,1,-8,-8,5,3.0,-5,8,0.5219
10111,1,-7,-7,-7,-6,1,-0.96,-7.0,-1.9,-7.0,-1.14,-7.0,0.6,-0.33,4,1,1,1,1,2,2,-1.0,-5,8,-0.5735
10112,3,1,0,-7,55,5,0.19,1.32,-0.3,1.08,1.21,1.41,1.19,1.52,4,5,2,1,0,5,7,4.0,-5,2,1.5558
10113,10,1,0,1,-8,4,-1.68,0.16,0.9,1.27,-0.17,0.25,-0.57,-0.33,7,3,1,1,2,0,7,2.0,-5,5,-0.9287
10114,8,-7,0,-4,-6,2,-0.18,-0.17,1.31,0.1,0.1,-1.02,0.6,-0.97,5,-8,-8,-8,1,1,-8,2.5,-5,8,-0.8814
10115,-8,-8,-8,-8,-6,5,0.19,0.49,-0.3,-0.89,0.1,0.25,0.6,0.91,2,4,2,2,2,2,6,0.5,-5,8,-0.0031
10116,-8,-8,-8,-8,4,4,0.12,1.38,1.31,0.1,0.1,0.25,0.0,0.91,7,4,1,1,0,2,7,2.0,-5,5,-0.5859
10117,6,0,0,-7,14,5,-7.0,0.5,-7.0,-0.47,-7.0,-0.05,-0.57,-0.33,3,4,3,2,2,4,7,4.0,-5,8,0.2861
10118,3,1,-7,-7,66,3,-9.0,-9.0,1.31,0.66,0.1,0.25,-1.73,-0.33,7,3,2,2,0,2,8,-8.0,-5,3,0.1141
10119,-8,-8,-8,-8,-8,1,-9.0,-9.0,-0.3,-3.1,-1.41,-9.0,-1.73,-9.0,-9,2,-9,-9,0,2,6,2.0,-5,8,-0.9853
10120,-8,-8,-8,-8,-8,2,0.49,0.16,1.31,0.28,0.55,-0.05,-0.57,0.27,1,3,1,1,1,2,6,2.5,-5,5,-0.8776
10121,-8,-8,-8,-8,-8,1,0.19,0.93,1.31,1.27,0.1,1.83,0.03,-0.33,7,2,1,1,2,2,7,1.0,-5,6,-0.6682
10122,10,-9,0,1,18,4,0.0,-7.0,-1.33,-7.0,1.62,-7.0,0.6,0.91,6,4,1,1,-8,-8,7,3.0,-5,2,0.2693
10123,7,1,4,-4,0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,1,-9,-9,2,2,3,2.0,-5,8,-8.0
10124,9,-7,0,1,17,3,1.69,0.93,1.31,1.27,0.1,0.69,0.6,0.91,7,1,1,1,-8,-8,6,3.5,-5,8,0.3595
10126,-8,-8,-8,-8,-6,1,-9.0,-9.0,-0.93,1.69,-0.69,-9.0,-1.73,-1.57,-9,2,1,1,5,2,7,-1.0,-5,8,0.4081
10127,4,0,-7,2,0,3,-0.36,-1.44,0.9,0.28,-0.41,0.25,-0.57,-0.33,2,3,2,1,2,2,7,-8.0,-5,3,-0.5238
10128,7,0,0,1,3,4,-7.0,-9.0,-7.0,-9.0,-7.0,-9.0,-0.57,0.27,3,4,2,1,4,4,6,-8.0,-5,2,0.3006
10129,1,0,-7,-7,8,5,-0.18,1.71,-0.3,0.1,0.1,0.25,0.6,0.91,3,5,2,2,3,3,6,3.0,-5,6,0.3029
10130,-8,-8,-8,-8,-6,1,-1.43,-2.15,0.11,-9.0,-0.97,-1.74,-0.57,-1.57,1,1,2,2,0,2,6,3.5,-5,8,-0.8941
10131,3,1,0,-7,-8,5,-0.22,1.38,0.27,0.71,1.62,1.09,1.76,0.31,6,5,1,1,5,2,7,4.0,-5,5,0.4577
10132,4,0,0,-7,15,4,0.19,0.16,-0.3,-0.47,-0.17,-0.05,-0.57,-0.33,1,5,2,2,0,4,6,4.0,-5,8,0.1953
10133,-8,-8,-8,-8,-6,4,0.19,-1.0,-0.7,-9.0,0.1,-0.17,-0.57,-0.33,7,-8,-8,-8,1,2,-8,-1.0,-5,5,-1.2169
10135,-8,-8,-8,-8,-6,1,0.57,-0.99,-1.33,-1.45,-0.17,-0.16,-0.57,-0.33,6,-8,-8,-8,2,0,-8,-1.0,-5,8,0.1142
10136,1,0,-7,4,0,1,-0.48,-1.38,-0.3,-1.5,-0.17,-0.9,-1.73,-0.33,4,1,1,1,-8,-8,6,-8.0,-5,8,-0.224
10137,13,-7,0,-4,-6,4,-1.33,-7.0,-0.3,-7.0,-0.17,-7.0,-1.73,-1.57,13,1,1,1,2,3,2,1.0,-5,8,-0.5075
10138,3,1,-7,-7,50,2,1.32,0.54,0.9,-0.33,0.1,-0.05,1.16,-9.0,7,2,1,1,5,2,7,3.0,-5,3,-0.0691
10139,1,-7,-7,2,-6,3,-0.48,-1.77,-0.3,0.1,0.1,-1.33,0.0,-0.97,7,2,2,1,-8,-8,4,-1.0,-5,8,-0.0345
10140,-8,-8,-8,-8,-6,3,-0.16,0.16,-0.3,-0.89,0.1,0.25,-0.57,0.31,7,3,-9,1,0,2,5,0.25,-5,5,-0.7833
10141,1,-7,-7,3,-6,2,-9.0,-9.0,-0.7,-1.32,-2.04,0.38,-1.73,-0.33,-9,3,1,1,0,2,6,-1.0,-5,3,-0.7506
10142,-8,-8,-8,-8,-6,1,-1.68,-1.44,-0.07,0.23,0.02,-9.0,-0.57,-9.0,11,2,1,1,-8,-8,8,0.5,-5,4,-0.9215
10143,1,1,-7,-7,24,5,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,0.0,0.91,11,4,2,2,3,4,8,-1.0,-5,2,1.2316
10145,2,0,0,3,19,2,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-0.57,-0.33,7,3,2,2,2,3,7,3.0,-5,6,-0.0235
10146,8,0,0,1,-8,1,0.14,0.54,0.9,0.15,0.1,-0.17,-1.16,0.31,1,3,2,2,0,4,3,-1.0,-5,6,0.2059
10147,9,0,-7,1,-8,4,-0.18,0.86,0.9,0.28,1.62,-1.33,1.16,-0.33,7,1,1,1,2,2,3,-1.0,-5,8,-0.1574
10148,-8,-8,-8,-8,-6,2,0.19,0.56,1.31,0.66,-9.0,-0.46,0.03,-0.97,7,-8,-8,-8,-8,-8,-8,-1.0,-5,5,-0.8041
10149,5,-7,1,2,-6,3,-1.01,-0.28,-0.7,0.1,0.1,0.25,-1.13,-0.33,2,3,4,2,2,2,6,2.5,-5,8,0.2245
10150,-8,-8,-8,-8,17,4,0.1,0.09,0.9,1.69,0.1,-0.89,0.6,2.15,6,4,2,2,5,3,7,3.0,-5,8,0.5867
10151,-8,-8,-8,-8,-6,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,3,2,-9,-8,-8,1,1.5,-5,8,-8.0
10153,3,0,-7,-7,-8,5,0.49,0.99,1.31,0.71,0.1,0.69,1.76,0.91,7,5,2,1,4,4,6,-8.0,-5,8,1.1806
10154,10,-7,-9,-9,-8,4,0.14,-0.69,0.5,1.27,0.82,0.25,0.63,0.31,5,4,2,2,2,2,5,4.0,-5,8,0.3747
10155,5,0,-7,-7,-8,5,1.35,0.54,1.31,1.13,0.95,0.25,1.76,0.91,6,4,2,2,2,1,8,3.0,-5,5,-0.8618
10156,1,-7,-7,-7,-6,3,-0.34,-7.0,1.31,-7.0,-0.73,-7.0,-0.57,0.27,13,3,1,3,4,7,6,2.5,-5,8,2.0303
10158,7,1,0,-7,-8,4,-0.16,0.16,-0.3,0.1,0.1,0.25,0.6,0.91,5,4,1,1,4,5,7,4.0,-5,8,1.0635
10159,7,0,0,1,-8,2,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-1.73,-1.57,1,3,2,2,2,2,8,-8.0,-5,8,-0.0414
10160,6,0,4,3,7,3,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-0.57,-0.33,4,4,2,1,3,2,7,3.0,-5,8,0.1068
10161,1,0,-7,-7,-8,3,0.56,0.93,1.31,-0.33,0.1,1.53,1.76,0.27,6,3,2,1,0,2,6,3.0,-5,8,-0.9674
10162,4,1,0,-7,25,4,1.22,0.86,1.31,0.1,0.51,0.25,1.76,0.91,5,5,2,2,1,1,8,3.5,-5,5,-0.8896
10163,9,-7,-9,-9,0,5,-0.18,1.31,-0.3,1.69,-0.69,0.25,0.6,0.27,7,5,2,2,3,3,7,2.5,-5,5,-0.0329
10164,1,0,-7,-7,12,3,-0.96,0.86,-0.7,0.23,0.1,0.25,0.03,0.91,11,4,2,1,7,4,7,1.0,-5,2,1.6564
10165,6,-1,0,-7,0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8,1,2,2,-8,-8,6,2.0,-5,-9,-8.0
10166,4,1,-7,-4,22,5,1.72,-0.58,0.27,1.27,1.34,1.83,1.16,0.27,6,5,1,1,4,4,7,4.0,-5,8,1.1443
10167,7,0,0,-7,-8,3,-1.63,1.38,-2.37,-0.89,-0.56,0.67,-1.16,0.27,4,3,2,1,-8,-8,6,2.5,-5,8,0.3217
10168,2,0,-7,-7,9,2,0.49,0.16,0.27,-0.89,0.38,-0.17,0.6,-0.97,7,3,1,1,4,4,5,3.5,-5,8,0.7779
10169,9,0,0,-4,0,3,-2.46,0.16,0.27,0.1,0.1,0.25,-0.57,-0.33,11,3,2,2,2,4,6,2.0,-5,8,0.1609
10170,4,0,1,-7,46,5,-7.0,1.7,-7.0,0.71,-7.0,1.83,1.76,2.15,6,5,1,1,4,2,7,3.5,-5,2,0.3957
10171,4,1,4,-7,-8,5,0.49,1.32,0.27,0.84,-0.17,0.25,0.6,0.91,3,5,1,1,0,4,7,4.0,-5,8,0.8814
10172,-8,-8,-8,-8,3,2,-0.18,-1.05,-1.33,-0.89,-0.17,-1.33,0.0,-0.33,13,1,2,2,0,2,7,2.0,-5,8,-1.4458
10173,1,0,-9,-7,8,5,-1.33,-0.99,-1.1,1.27,0.55,1.1,0.6,0.91,11,5,1,1,7,7,7,-8.0,-5,8,2.2352
10175,3,0,-7,2,-8,3,1.34,1.38,-0.07,1.69,1.21,1.83,1.76,-0.33,5,5,2,1,-8,-8,7,3.0,-5,2,0.1088
10176,-8,-8,-8,-8,1,2,-0.18,-0.23,1.31,-0.33,0.1,0.25,-0.57,-9.0,4,1,2,2,-8,-8,7,2.5,-5,8,-0.5088
10177,-8,-8,-8,-8,-6,1,-2.46,-7.0,-3.51,-7.0,-9.0,-7.0,-1.73,-1.57,7,-8,-8,-8,2,2,-8,-8.0,-5,8,-0.0595
